,Unnamed: 0,PubMedID,Title,Abstract,Label
4575,4575,23651792,Antiplatelet or anticoagulant therapy might not increase the risk of haemoptysis in patients with bronchiectasis,"The aim of this study was to assess whether the use of antiplatelets and anticoagulants increased haemoptysis in patients with bronchiectasis. Cases (n = 242) with a history of haemoptysis were compared with controls (n = 242) without a history of haemoptysis. Of the 242 case patients, 16.5% took antiplatelets compared with 19.8% of controls (P = 0.346). The proportion of warfarin users did not differ between cases and controls (3.3% vs. 2.5%, P = 0.588). The use of these agents might not be associated with increased risk of haemoptysis in patients with bronchiectasis. ",0
3193,3193,16525092,Efficacy of sulfadoxine-pyrimethamine in the treatment of uncomplicated Plasmodium falciparum malaria in East Timor,"The efficacy of sulfadoxine-pyrimethamine (SP) in East Timor is unknown. We treated 38 individuals with uncomplicated Plasmodium falciparum malaria with SP and monitored the outcome for 28 days. Recrudescent parasitemia, confirmed by genotyping, were detected in three individuals resulting in a late treatment failure rate of 7.9% (95% confidence interval = 1.7-21.4%). The results suggest that SP is still efficacious in treating uncomplicated P. falciparum malaria in East Timor. However, the useful life of SP in East Timor may be limited because 80% of the parasites in our samples were found to already carry double mutations in P. falciparum dihydrofolate reductase (S108N/C59R). The data from this study also highlights that the presence of gametocytes may significantly influence the estimate of SP efficacy determined by genotyping. ",0
4200,4200,21631324,gp100 peptide vaccine and interleukin-2 in patients with advanced melanoma,"BACKGROUND: Stimulating an immune response against cancer with the use of vaccines remains a challenge. We hypothesized that combining a melanoma vaccine with interleukin-2, an immune activating agent, could improve outcomes. In a previous phase 2 study, patients with metastatic melanoma receiving high-dose interleukin-2 plus the gp100:209-217(210M) peptide vaccine had a higher rate of response than the rate that is expected among patients who are treated with interleukin-2 alone. METHODS: We conducted a randomized, phase 3 trial involving 185 patients at 21 centers. Eligibility criteria included stage IV or locally advanced stage III cutaneous melanoma, expression of HLA*A0201, an absence of brain metastases, and suitability for high-dose interleukin-2 therapy. Patients were randomly assigned to receive interleukin-2 alone (720,000 IU per kilogram of body weight per dose) or gp100:209-217(210M) plus incomplete Freund's adjuvant (Montanide ISA-51) once per cycle, followed by interleukin-2. The primary end point was clinical response. Secondary end points included toxic effects and progression-free survival. RESULTS: The treatment groups were well balanced with respect to baseline characteristics and received a similar amount of interleukin-2 per cycle. The toxic effects were consistent with those expected with interleukin-2 therapy. The vaccine-interleukin-2 group, as compared with the interleukin-2-only group, had a significant improvement in centrally verified overall clinical response (16% vs. 6%, P=0.03), as well as longer progression-free survival (2.2 months; 95% confidence interval [CI], 1.7 to 3.9 vs. 1.6 months; 95% CI, 1.5 to 1.8; P=0.008). The median overall survival was also longer in the vaccine-interleukin-2 group than in the interleukin-2-only group (17.8 months; 95% CI, 11.9 to 25.8 vs. 11.1 months; 95% CI, 8.7 to 16.3; P=0.06). CONCLUSIONS: In patients with advanced melanoma, the response rate was higher and progression-free survival longer with vaccine and interleukin-2 than with interleukin-2 alone. (Funded by the National Cancer Institute and others; ClinicalTrials.gov number, NCT00019682.).",0
3413,3413,17985001,Metastatic tumors of the uvea in 38 eyes,"The reported incidence of metastatic uveal tumors has been increasing. The aim of this study is to report the clinical features, management, and prognosis of uveal metastatic tumors seen in a general oncology hospital. The records of 28 patients with uveal metastasis diagnosed between 1999 and 2006 were reviewed retrospectively. Uveal metastatic tumours were detected in a total of 38 eyes, uveal involvement included the iris in 4 eyes and the choroid in 37 eyes. Ten patients (35.7%) had bilateral uveal involvement. The primary cancer site was the breast in 24 patients, the lung in 2 patients, the ovary in 1 patient, and the gastrointestinal tract in 1 patient. While the most common symptom was blurred vision, 14.2% of patients were asymptomatic. Choroidal metastases typically were creamy yellow in color, plateau or dome-shaped, and associated with secondary retinal detachment in 56.8% of eyes. The mean time interval between ocular and systemic diagnosis was 41.07 months. At the time of ocular diagnosis, 75% of patients had systemic metastasis. Eight eyes were treated with chemotherapy and hormone therapy, and external beam radiotherapy was applied to 30 eyes. Lesions commonly responded well to therapy, but 22 patients died as a result of disseminated systemic disease. Patients with uveal metastasis generally present to ophthalmologists with visual symptoms but may be asymptomatic in some cases. Local tumor control can be managed with current therapy, but systemic prognosis is generally poor because of the disseminated stage of the malignant disease. ",0
6997,6997,32459923,FDA Initiative for Drug Facts Label for Over-the-Counter Naloxone,"""BACKGROUND: The opioid crisis highlights the need to increase access to naloxone, possibly through regulatory approval for over-the-counter sales. To address industry-perceived barriers to such access, the Food and Drug Administration (FDA) developed a model drug facts label for such sales to assess whether consumers understood the key statements for safe and effective use. METHODS: In this label-comprehension study, we conducted individual structured interviews with 710 adults and adolescents, including 430 adults who use opioids and their family and friends. Eight primary end points were developed to assess user comprehension of each of the key steps in the label. Each of these end points included a prespecified target threshold ranging from 80 to 90% that was evaluated through a comparison of the lower boundary of the 95% exact confidence interval. RESULTS: The results for performance on six primary end points met or exceeded thresholds, including the steps """"Check for a suspected overdose"""" (threshold, 85%; point estimate [PE], 95.8%; 95% confidence interval [CI], 94.0 to 97.1) and """"Give the first dose"""" (threshold, 85%; PE, 98.2%; 95% CI, 96.9 to 99.0). The lower boundaries for four other primary end points ranged from 88.8 to 94.0%. One exception was comprehension of """"Call 911 immediately,"""" but this instruction closely approximated the target of 90% (PE, 90.3%; 95% CI, 87.9 to 92.4). Another exception was comprehension of the composite step of """"Check, give, and call 911 immediately"""" (threshold, 85%; PE, 81.1%; 95% CI, 78.0 to 83.9). CONCLUSIONS: Consumers met thresholds for sufficient understanding of six of eight components of the instructions in the drug facts label for naloxone use and came close on two others. Overall, the FDA found that the model label was adequate for use in the development of a naloxone product intended for over-the-counter sales.""",0
13403,13403,24528208,Milestones in understanding platelet production: a historical overview,"The discovery of thrombopoietin (TPO, also termed THPO) in 1994 was a major achievement in understanding the regulation of platelet production. In prior decades, physiological studies had demonstrated that platelets were produced from bone marrow megakaryocytes and that the megakaryocytes responded to thrombocytopenia by increasing their number, size and DNA ploidy. In 1958, it was proposed that a 'thrombopoietin' must exist that regulated this interaction between the circulating platelet mass and the bone marrow megakaryocytes. After over three decades of effort, TPO was finally purified by five independent laboratories. TPO stimulated megakaryocyte colony-forming cell growth and increased the number, size and ploidy of megakaryocytes. When the genes for TPO or TPO receptor were eliminated in mice, megakaryocytes grew and platelets were made, but at 15% of their normal number. A first generation of recombinant human (rh) TPO molecules [rhTPO and pegylated recombinant human megakaryocyte growth and development factor (PEG-rhMGDF)] rapidly entered clinical trials in 1995 and increased platelet counts in humans undergoing non-myeloablative chemotherapy but not in those undergoing stem cell transplantation. Antibodies developed against PEG-rhMGDF and development of these recombinant thrombopoietins ended. A second generation of TPO receptor agonists (romiplostim and eltrombopag) was then developed. Neither of these TPO receptor agonists demonstrated any significant untoward effects and both are now licensed in many countries for the treatment of immune thrombocytopenia. This review describes the significant experiments that have surrounded the discovery of TPO and its clinical development.",1
12609,12609,22171861,The health impacts of khat: a qualitative study among Somali-Australians,"OBJECTIVES: To identify patterns of khat use among Somali-Australians in Australia and to explore their views about the links between khat use and personal health. DESIGN, SETTING AND PARTICIPANTS: Qualitative study using semistructured focus groups among adult members of Somali communities in Brisbane, Sydney, Melbourne and Perth who volunteered to attend focus groups in January and December 2010. MAIN OUTCOME MEASURES: Emergent themes related to Somali-Australians' understanding of the links between khat use and personal health. RESULTS: Nineteen focus groups included 114�participants. Khat use was reported to be common among the Somali community, and more common among men than women. Khat was usually chewed in prolonged sessions, producing mild psychostimulant effects such as increased energy, enhanced mood, reduced appetite and reduced sleep. Khat was widely perceived to be a food, not a drug, and as harmless, or even beneficial, to the user's health. Many users reported discontinuation effects such as lethargy, sleep disturbances and mood problems after sessions of heavy khat use, and some reported self-medicating with alcohol to cope with such problems. Problems of addiction to khat were identified by some participants, but not all believed it is addictive. Many khat users reported visiting their health professionals for treatment of adverse effects and failing to disclose their khat use. CONCLUSIONS: Health professionals require greater awareness of khat use and related health problems. Health promotion activities targeting communities with high levels of khat use are required to increase understanding of the potential risks of regular khat use, to promote harm-reduction strategies, and to increase awareness of services available for those experiencing harm. Health professionals should consider targeted screening for khat use among individuals from Horn of Africa communities who present to health services.",1
7272,7272,896955,Back stabilization during knee strengthening exercise,"Twenty normal women were tested for maximal isometric contraction of the right knee extensor muscles. The knee was positioned in 60 degrees of extension and the hip at 120 degrees of extension, with and without a backrest. The purpose of the study was to determine whether the use of a backrest resulted in greater force than when not using a backrest when the angle of back inclination was held constant and the support was varied. The results indicated that the addition of a backrest, when the body assumes an optimal position, enables the knee extensors to generate greater force then when no backrest is used. A backrest adds to the comfort and support of the subject performing resistive knee exercise and should be incorporated into the design of knee exercise units.",1
7199,7199,615837,Hyperplasia and prolapse of hepatocytes into hepatic veins during longterm methyltestosterone therapy: possible relationships of these changes to the developement of peliosis hepatis and liver tumours,"We report the pathological changes in liver biopsies from 10 patients (four female transexuals and six impotent males) after treatment with 150 mg methyltestosterone daily for periods of up to 3 years, and in a hemihepatectomy specimen from a female transexual who developed a liver adenoma after 37 months of this treatment. Hepatocyte hyperplasia and mild focal sinusoidal dilatation was found in most cases. In some cases there were microcysts and dissociation of hepatocytes. In nine patients there was accumulation of hepatocytes between the endothelium and the supporting collagen of hepatic veins which often resulted in either partial occlusion of their lumina or disruption of their walls. These vascular changes do not appear to have been reported before. It is postulated that a single pathological process-hyperplasia, perhaps related to the anabolic effect of methyltestosterone--could be partly responsible both for the formation of cysts through mechanical obstruction of hepatic veins and for the formation of nodules and tumours.",1
6600,6600,29900978,Coexistence of Familial Mediterranean Fever With Ankylosing Spondylitis and Sjogren's Syndrome: A Rare Occurrence,"Familial Mediterranean fever is an autosomal recessive disease characterized by recurrent episodes of fever, peritonitis, synovitis, pleuritis, and erysipelas-like skin lesions. Sjogren's syndrome is a chronic autoimmune disorder characterized by dry eyes, dry mouth, and musculoskeletal involvement. Ankylosing spondylitis is an autoinflammatory rheumatic disease which affects mainly the axial skeleton. To our knowledge, coexistence of familial Mediterranean fever with ankylosing spondylitis and Sjogren's syndrome has not been reported previously in the literature. In this article, we report an unusual case of three autoinflammatory diseases in one patient. ",0
3066,3066,16291984,Sildenafil citrate therapy for pulmonary arterial hypertension,"BACKGROUND: Sildenafil inhibits phosphodiesterase type 5, an enzyme that metabolizes cyclic guanosine monophosphate, thereby enhancing the cyclic guanosine monophosphate-mediated relaxation and growth inhibition of vascular smooth-muscle cells, including those in the lung. METHODS: In this double-blind, placebo-controlled study, we randomly assigned 278 patients with symptomatic pulmonary arterial hypertension (either idiopathic or associated with connective-tissue disease or with repaired congenital systemic-to-pulmonary shunts) to placebo or sildenafil (20, 40, or 80 mg) orally three times daily for 12 weeks. The primary end point was the change from baseline to week 12 in the distance walked in six minutes. The change in mean pulmonary-artery pressure and World Health Organization (WHO) functional class and the incidence of clinical worsening were also assessed, but the study was not powered to assess mortality. Patients completing the 12-week randomized study could enter a long-term extension study. RESULTS: The distance walked in six minutes increased from baseline in all sildenafil groups; the mean placebo-corrected treatment effects were 45 m (+13.0 percent), 46 m (+13.3 percent), and 50 m (+14.7 percent) for 20, 40, and 80 mg of sildenafil, respectively (P<0.001 for all comparisons). All sildenafil doses reduced the mean pulmonary-artery pressure (P=0.04, P=0.01, and P<0.001, respectively), improved the WHO functional class (P=0.003, P<0.001, and P<0.001, respectively), and were associated with side effects such as flushing, dyspepsia, and diarrhea. The incidence of clinical worsening did not differ significantly between the patients treated with sildenafil and those treated with placebo. Among the 222 patients completing one year of treatment with sildenafil monotherapy, the improvement from baseline at one year in the distance walked in six minutes was 51 m. CONCLUSIONS: Sildenafil improves exercise capacity, WHO functional class, and hemodynamics in patients with symptomatic pulmonary arterial hypertension.",0
3289,3289,17507703,Rescue use of beclomethasone and albuterol in a single inhaler for mild asthma,"BACKGROUND: Treatment guidelines recommend the regular use of inhaled corticosteroids for patients with mild persistent asthma. We investigated whether the symptom-driven use of a combination of beclomethasone dipropionate and albuterol (also known as salbutamol) in a single inhaler would be as effective as the regular use of inhaled beclomethasone and superior to the as-needed use of inhaled albuterol. METHODS: We conducted a 6-month, double-blind, double-dummy, randomized, parallel-group trial. After a 4-week run-in, patients with mild asthma were randomly assigned to receive one of four inhaled treatments: placebo twice daily plus 250 microg of beclomethasone and 100 microg of albuterol in a single inhaler as needed (as-needed combination therapy); placebo twice daily plus 100 microg of albuterol as needed (as-needed albuterol therapy); 250 microg of beclomethasone twice daily and 100 microg of albuterol as needed (regular beclomethasone therapy); or 250 microg of beclomethasone and 100 microg of albuterol in a single inhaler twice daily plus 100 microg of albuterol as needed (regular combination therapy). The primary outcome was the morning peak expiratory flow rate. RESULTS: In 455 patients with mild asthma who had a forced expiratory volume in 1 second of 2.96 liters (88.36% of the predicted value), the morning peak expiratory flow rate during the last 2 weeks of the 6-month treatment was higher (P=0.04) and the number of exacerbations during the 6-month treatment was lower (P=0.002) in the as-needed combination therapy group than in the as-needed albuterol therapy group, but the values in the as-needed combination therapy group were not significantly different from those in the groups receiving regular beclomethasone therapy or regular combination therapy. The cumulative dose of inhaled beclomethasone was lower in the as-needed combination therapy group than in the groups receiving regular beclomethasone therapy or regular combination therapy (P<0.001 for both comparisons). CONCLUSIONS: In patients with mild asthma, the symptom-driven use of inhaled beclomethasone (250 microg) and albuterol (100 microg) in a single inhaler is as effective as regular use of inhaled beclomethasone (250 microg twice daily) and is associated with a lower 6-month cumulative dose of the inhaled corticosteroid. (ClinicalTrials.gov number, NCT00382889 [ClinicalTrials.gov].).",0
9184,9184,8707404,Cancer incidence and mortality in women receiving estrogen and estrogen-progestin replacement therapy--long-term follow-up of a Swedish cohort,"We analyzed cancer incidence and mortality in a cohort of 22,597 Swedish women who were prescribed replacement hormones. After 13 years of follow-up in national registries, 2,330 incident cancer cases and 848 cancer deaths were observed. Overall, our results were reassuring since incidence rate ratios (SIRs) for 16 cancer sites and mortality ratios (SMRs) for all 10 examined sites were at, or lower than, unity. However, we found that exposure to an estrogen-progestin combined brand was associated with an increasing relative risk of breast cancer with follow-up time, the SIR reaching 1.4 (95% CI 1.1-1.8) after 10 years of follow-up. The relative risk of endometrial cancer was substantially increased, with the highest SIR of 5.0 (95% CI 1.6-5.9) in women prescribed estrogens alone, whereas those given an estrogen-progestin combination showed no elevation in risk. The risk estimates for liver and biliary tract cancers and for colon cancer were reduced by about 40%, notably in women prescribed the estradiol-progestin compound. Further detailed analyses revealed no evidence of adverse or protective effects on the risk of ovarian, uterine cervical, vulvar/vaginal, rectal, pancreatic, renal, lung, thyroid and other endocrine cancers, brain tumors, malignant melanoma or other skin cancers. Hormone replacement therapy was not associated with an increase in mortality for any cancer site, at this time of follow-up. For breast and endometrial cancers, SMRs were below baseline but tended to increase with follow-up time. We conclude that hormone replacement increases the endometrial-cancer risk after unopposed estrogens and the breast-cancer risk-notably after estrogen-progestin combined therapy-and tentatively suggest that it exerts a protective effect against colon and liver cancer risks.",1
3169,3169,16518133,Somatic augmentation strategies in clozapine resistance--what facts?,"Polypharmacy without evidence-based support is sometimes needed for patients treated with 40% to 70% clozapine who are clozapine nonresponders. Several somatic augmentation strategies are proposed in the scientific literature, with different levels of evidence for safety and efficacy. The purpose of the present study is to review the available literature on the efficacy and safety of clozapine augmentation with somatic agents other than antipsychotics. The following classes of agents are considered: (1) mood stabilizers, (2) antidepressants, (3) electroconvulsive therapy and repetitive transcranial magnetic stimulation, (4) glutamatergic agents, (5)fatty acids supplements, and (6) benzodiazepines. Case controls and small-size clinical trials largely dominate the literature, limiting the power to draw conclusions concerning safety issues and the meaning of negative studies. Moreover, variable definitions of clozapine resistance, heterogeneous outcome measures, and short duration of treatment trials are additional limitations. Generally, adjunctive strategies for clozapine-resistant patients remain based on scarce evidence of efficacy and significant safety concerns. Low-frequency repetitive transcranial magnetic stimulation, fatty acids supplements, and mirtazapine showed good tolerability and some efficacy, but the results need replication. ",0
7113,7113,265379,Transoral resection of a condylar osteochondroma: report of case,"""A rare case of osteochondroma (osteocartilaginous exostosis) of the mandibular condyle is described; this represents the seventh documented case in the English language literature. Treatment consisted of transoral surgical resection which maintained condylar integrity. No maxillomandibular fixation was placed and the patient's mandibular function was undisturbed. Postoperatively, mandibular deviation was minimal.""",1
4675,4675,23835026,The Basilar Artery International Cooperation Study (BASICS): study protocol for a randomised controlled trial,"Despite recent advances in acute stroke treatment, basilar artery occlusion (BAO) is associated with a death or disability rate of close to 70%. Randomised trials have shown the safety and efficacy of intravenous thrombolysis (IVT) given within 4.5 h and have shown promising results of intra-arterial thrombolysis given within 6 h of symptom onset of acute ischaemic stroke, but these results do not directly apply to patients with an acute BAO because only few, if any, of these patients were included in randomised acute stroke trials.Recently the results of the Basilar Artery International Cooperation Study (BASICS), a prospective registry of patients with acute symptomatic BAO challenged the often-held assumption that intra-arterial treatment (IAT) is superior to IVT. Our observations in the BASICS registry underscore that we continue to lack a proven treatment modality for patients with an acute BAO and that current clinical practice varies widely. BASICS is a randomised controlled, multicentre, open label, phase III intervention trial with blinded outcome assessment, investigating the efficacy and safety of additional IAT after IVT in patients with BAO. The trial targets to include 750 patients, aged 18 to 85 years, with CT angiography or MR angiography confirmed BAO treated with IVT. Patients will be randomised between additional IAT followed by optimal medical care versus optimal medical care alone. IVT has to be initiated within 4.5 h from estimated time of BAO and IAT within 6 h. The primary outcome parameter will be favourable outcome at day 90 defined as a modified Rankin Scale score of 0-3. The BASICS registry was observational and has all the limitations of a non-randomised study. As the IAT approach becomes increasingly available and frequently utilised an adequately powered randomised controlled phase III trial investigating the added value of this therapy in patients with an acute symptomatic BAO is needed (clinicaltrials.gov: NCT01717755). ",0
13018,13018,23353547,Toxicological evaluation of neem (Azadirachta indica) oil: acute and subacute toxicity,"Neem (Azadirachta indica), popularly known as traditional medicine is a native plant in India. Neem oil is a vegetable oil derived from seeds or fruits of the neem tree through pressing or solvent extraction, and largely used in popular medicine to have antifungal, antibacterial, antimalarial, antiparasitic, anti-inflammatory, as well as immunemodulatory properties in different animal species. In the present study, acute and 28-day subacute toxicity tests were carried out. In the acute toxicity test, the LD50 values of neem oil were found to be 31.95g/kg. The subacute treatment with neem oil failed to change body weight gain, food and water consumption. Serum biochemistry analysis showed no significant differences in any of the parameters examined under the dose of 1600mg/kg/day. Histopathological exams showed that the target organs of neem oil were testicle, liver and kidneys up to the dose of 1600mg/kg/day.",1
362,362,1525249,Change of alcohol dehydrogenase activity in sera after alcoholism treatment,Increased metabolic alcohol tolerance was found in chronic non-cirrhotic alcoholics after alcoholism treatment with disulfiram. This increased metabolic alcohol tolerance is connected with an increased activity of alcohol dehydrogenase due to the healing of hepatic tissue damage. This increase in alcohol dehydrogenase activity can help in monitoring the effectiveness of treatments for alcoholic liver disease. ,0
3116,3116,16507146,Cytokine polymorphisms influence treatment outcomes in SLE patients treated with antimalarial drugs,"Antimalarial agents have been widely used as disease-modifying antirheumatic drugs in the treatment of systemic lupus erythematosus (SLE) and other rheumatological diseases, although their mechanism of action has not yet been fully defined. It is known, however, that effective response to treatment is variable among patients. Thus, the identification of genetic predictors of treatment response would provide valuable information for therapeutic intervention. The aim of the present study was to analyze the effect of antimalarial treatment on tumor necrosis factor (TNF)alpha serum levels and evaluate the possible influence of TNFalpha and IL-10 functional genetic polymorphisms on the response to antimalarial drugs. To this end, TNFalpha serum levels were quantified in 171 SLE patients and 215 healthy controls by ELISA techniques and polymorphisms at positions -1,082 and -308 of the IL-10 and TNFalpha gene promoters were determined by PCR amplification followed by hybridization with fluorescent-labeled allele-specific probes in 192 SLE patients and 343 matched controls. Data were related to clinical features and treatment at the time of sampling and during the course of the disease. Results showed a significantly higher amount of serum TNFalpha in the entire SLE population compared with controls. However, TNFalpha serum levels correlated negatively with the use of antimalarial treatment during at least three months before sampling. Patients under single or combined treatment with these drugs had TNFalpha serum levels similar to healthy controls, whereas untreated patients and those under corticosteroid or immunosuppressive therapies had increased amounts of this cytokine. This suggests, however, that antimalarial-mediated inhibition of TNFalpha was only significant in patients who were genetically high TNFalpha or low IL-10 producers. In addition, evaluation of SLE patients administered antimalarial drugs for three or more years who did not require any other specific SLE treatment indicates that patients with the combined genotype low IL-10/high TNFalpha are the best responders to antimalarial therapy, developing mild disease with a good course under this treatment. In conclusion, we proposed that an antimalarial-mediated downregulation of TNFalpha levels in SLE patients is influenced by polymorphisms at IL-10 and TNFalpha promoters. Our results may thus find important clinical application through the identification of patients who are the most likely to benefit from antimalarial therapy. ",0
12167,12167,20613460,Salsalate is poorly tolerated and fails to improve endothelial function in virologically suppressed HIV-infected adults,"In this 13-week, open-label, randomized study of the anti-inflammatory salsalate versus usual care, there were no significant improvements in flow-mediated dilation of the brachial artery, endothelial activation, inflammation or coagulation markers, homeostasis model assessment of insulin resistance or lipoproteins with salsalate or between groups in virologically suppressed, HIV-infected adults on antiretrovirals. Tinnitus and transaminitis occurred frequently in the salsalate group. Dose reduction due to toxicities encountered and low level of inflammation may explain these results.",1
3978,3978,19575839,Sudden deafness in a patient with secondary syphilis,"To emphasise the importance of considering a diagnosis of early acquired syphilis in all sexually active adults, and to review the ENT manifestations and treatment of acquired syphilis. A 24-year-old woman presented with sudden hearing loss, and subsequently developed clinical features suggestive of secondary syphilis. She was seen in the departments of ENT, dermatology, rheumatology and infectious diseases before a correct diagnosis was made. Treatment resulted in only partial recovery of hearing. With the exponential rise in syphilis cases in the UK, there has been a re-emergence of presenting manifestations that had previously become rare. Early syphilis should be considered in all sexually active adults who present with deafness, as prompt diagnosis and treatment are crucial for maximum recovery. ",0
6185,6185,28940525,Estimation of initial phenobarbital dosing in term neonates with moderate-to-severe hypoxic ischaemic encephalopathy following perinatal asphyxia,"Phenobarbital is the first-line treatment of seizures in asphyxiated neonates; however, due to the high pharmacokinetic variability in this population, there is no consensus on the optimal dosage regimen. This study was conducted to identify variables that affect phenobarbital fate during routine clinical care and then to evaluate the dosage schedule that could be applied in term asphyxiated neonates with respect to achieving the target therapeutic range. Phenobarbital pharmacokinetics was calculated based on serum concentrations measurements using one-compartmental model. Body weight, body surface area, gestational age, creatinine clearance, total bilirubin, alanine aminotransferase, aspartate aminotransferase, international normalized ratio, Apgar scores, umbilical cord arterial pH and base excess were explored as covariates in linear regression models. Based on this analysis, phenobarbital loading and maintenance dose regimen were projected. In the whole study population (N = 36), phenobarbital volume of distribution, clearance and half-life median (interquartile range) values were 0.49 (0.38-0.59) L/kg, 0.0045 (0.0034-0.0055) L/h/kg and 75.1 (60.2-103.3) hours, respectively. The drug volume of distribution was associated with body weight, length and body surface area, whereas clearance was not in relationship with any explored features. Weight-normalized loading dose of 15 mg/kg and weight-normalized daily maintenance dose of 3 mg/kg proved to be optimal in our study population to reach phenobarbital therapeutic range. This study presents basis for phenobarbital initial dosing in term asphyxiated neonates during first week of life. Phenobarbital weight-normalized loading dose of 15 mg/kg lead to simulated target peak concentrations in 72% of neonates, weight-normalized maintenance dose of 3 mg/kg lead to steady state within therapeutic window in the same proportion of patients. ",0
3170,3170,16518291,Difficulty in diagnosing acute appendicitis in the presence of acute portal vein thrombosis: the role of CT scan. Report of 2 cases],Acute appendicitis can cause of portal vein thrombosis. Diagnosis of appendicitis can be difficult because its symptoms may be masked by those of acute portal vein thrombosis. We report 2 cases of appendicitis associated with acute portal vein thrombosis whose diagnosis was delayed by several months. The delayed diagnosis of acute appendicitis in the presence of acute portal vein thrombosis can be avoided by using spiral-computed tomography and careful investigation of signs of appendicitis. ,0
6438,6438,29526139,Two-Year Outcomes with a Magnetically Levitated Cardiac Pump in Heart Failure,"BACKGROUND: In an early analysis of this trial, use of a magnetically levitated centrifugal continuous-flow circulatory pump was found to improve clinical outcomes, as compared with a mechanical-bearing axial continuous-flow pump, at 6 months in patients with advanced heart failure. METHODS: In a randomized noninferiority and superiority trial, we compared the centrifugal-flow pump with the axial-flow pump in patients with advanced heart failure, irrespective of the intended goal of support (bridge to transplantation or destination therapy). The composite primary end point was survival at 2 years free of disabling stroke (with disabling stroke indicated by a modified Rankin score of >3; scores range from 0 to 6, with higher scores indicating more severe disability) or survival free of reoperation to replace or remove a malfunctioning device. The noninferiority margin for the risk difference (centrifugal-flow pump group minus axial-flow pump group) was -10 percentage points. RESULTS: Of 366 patients, 190 were assigned to the centrifugal-flow pump group and 176 to the axial-flow pump group. In the intention-to-treat population, the primary end point occurred in 151 patients (79.5%) in the centrifugal-flow pump group, as compared with 106 (60.2%) in the axial-flow pump group (absolute difference, 19.2 percentage points; 95% lower confidence boundary, 9.8 percentage points [P<0.001 for noninferiority]; hazard ratio, 0.46; 95% confidence interval [CI], 0.31 to 0.69 [P<0.001 for superiority]). Reoperation for pump malfunction was less frequent in the centrifugal-flow pump group than in the axial-flow pump group (3 patients [1.6%] vs. 30 patients [17.0%]; hazard ratio, 0.08; 95% CI, 0.03 to 0.27; P<0.001). The rates of death and disabling stroke were similar in the two groups, but the overall rate of stroke was lower in the centrifugal-flow pump group than in the axial-flow pump group (10.1% vs. 19.2%; hazard ratio, 0.47; 95% CI, 0.27 to 0.84, P=0.02). CONCLUSIONS: In patients with advanced heart failure, a fully magnetically levitated centrifugal-flow pump was superior to a mechanical-bearing axial-flow pump with regard to survival free of disabling stroke or reoperation to replace or remove a malfunctioning device. (Funded by Abbott; MOMENTUM 3 ClinicalTrials.gov number, NCT02224755 .).",0
4834,4834,24224625,"Publication of trials funded by the National Heart, Lung, and Blood Institute","BACKGROUND: Rapid publication of clinical trials is essential in order for the findings to yield maximal benefits for public health and scientific progress. Factors affecting the speed of publication of the main results of government-funded trials have not been well characterized. METHODS: We analyzed 244 extramural randomized clinical trials of cardiovascular interventions that were supported by the National Heart, Lung, and Blood Institute (NHLBI). We selected trials for which data collection had been completed between January 1, 2000, and December 31, 2011. Our primary outcome measure was the time between completion of the trial and publication of the main results in a peer-reviewed journal. RESULTS: As of March 31, 2012, the main results of 156 trials (64%) had been published (Kaplan-Meier median time to publication, 25 months, with 57% published within 30 months). Trials that focused on clinical events were published more rapidly than those that focused on surrogate measures (median, 9 months vs. 31 months; P<0.001). The only independent predictors of more rapid publication were a focus on clinical events rather than surrogate end points (adjusted publication rate ratio, 2.11; 95% confidence interval, 1.26 to 3.53; P=0.004) and higher costs of conducting the trial, up to a threshold of approximately $5 million (P<0.001). The 37 trials that focused on clinical events and cost at least $5 million accounted for 67% of the funds spent on clinical trials but received 82% of the citations. After adjustment of the analysis for a focus on clinical events and for cost, trial results that were classified as positive were published more quickly than those classified as negative. CONCLUSIONS: Results of less than two thirds of NHLBI-funded randomized clinical trials of cardiovascular interventions were published within 30 months after completion of the trial. Trials that focused on clinical events were published more quickly than those that focused on surrogate end points. (Funded by the National Heart, Lung, and Blood Institute.).",0
